year,trades,names,win_rate,avg_ret_bps,median_bps,std_bps,sharpe_ann,best,worst,gap_thru_stop,intraday_avg_bps
2021,2837.0,47.0,0.5734931265421219,15.599582959564051,13.429631209971316,154.8176337361888,1.5995316323329096,0.17482858381419475,-0.213951642475822,0.04300317236517448,2.943451899434706
2022,10312.0,49.0,0.4898176881303336,-4.743925146483672,-2.0049373418429273,172.25983098428867,-0.43717375446790796,0.3174636734645495,-0.191742386412185,0.08553141970519783,0.22613127394321847
2023,10068.0,48.0,0.5042709574890742,0.431714118248048,0.000552618080185141,134.79147260101647,0.05084334367682782,0.19897595965133674,-0.2993094257525257,0.03386968613428685,3.9469568173924094
2024,10595.0,47.0,0.5379896177442189,7.796603011767434,5.209450314975772,136.81819661159616,0.9046109282726282,0.20293084783794568,-0.244750342356454,0.03265691363850873,-2.205474898400435
2025,10394.0,48.0,0.5516644217817972,7.597221092075397,8.14290870028156,182.2905143148381,0.661593097381587,0.8953933498926674,-0.24619773302718373,0.05089474696940543,3.412414815442535
2026,6574.0,44.0,0.5301186492242166,7.4966558833933545,5.57155451736735,164.0370417589055,0.7254807909023236,0.2309074341242099,-0.14600000618153297,0.05917249771828415,5.350030044751966
